genus,species,mean_length,mean_width
Leptosiphon,pachyphyllus,1.5191666666666666,0.262
Leptosiphon,parviflorus,2.2205,0.2245
Leptosiphon,pygmaeus,0.63,0.11699999999999999
Leptosiphon,septentrionalis,0.4225833333333333,0.15825
Leptosiphon,serrulatus,1.3383333333333334,0.45666666666666667
Linanthus,bellus,0.7676666666666667,0.3225
Linanthus,bigelovii,1.3326,0.1894
Linanthus,caespitosus,0.8993333333333333,0.14077777777777778
Linanthus,californicus,2.7028333333333334,0.3482777777777778
Linanthus,campanulatus,0.91025,0.42083333333333334
Linanthus,concinnus,1.3736666666666666,0.36050000000000004
Linanthus,demissus,0.744,0.30833333333333335
Linanthus,dianthiflorus,1.7914444444444444,0.4192222222222222
Linanthus,dichotomus,2.44775,0.37383333333333335
Linanthus,filiformis,0.4162222222222222,0.1821111111111111
Linanthus,inyoensis,0.5746666666666667,0.3283333333333333
Linanthus,jonesii,1.651,0.19133333333333333
Linanthus,killippii,1.0153333333333334,0.252
Linanthus,laxus,1.4203333333333332,0.22233333333333333
Linanthus,liniflorus,0.9793333333333333,0.179
Linanthus,longitubus,3.2986666666666666,0.4086666666666667
Linanthus,maculatus,0.36033333333333334,0.16549999999999998
Linanthus,melingii,1.233,0.298
Linanthus,orcuttii,1.0310000000000001,0.25433333333333336
Linanthus,parryae,1.4708333333333334,0.5148333333333333
Linanthus,pungens,1.3732222222222223,0.23255555555555557
Linanthus,rattanii,1.0245,0.12416666666666666
Linanthus,uncialis,0.528,0.13266666666666665
Linanthus,watsonii,2.040583333333333,0.2603333333333333
Loeselia,amplectens,1.3931666666666667,0.26916666666666667
Loeselia,ciliata,0.8275,0.243375
Loeselia,coerulea,1.0234444444444444,0.22622222222222224
Loeselia,glandulosa,0.946,0.15666666666666668
Loeselia,grandiflora,2.148,0.22866666666666668
Loeselia,greggii,0.8877333333333333,0.22573333333333334
Loeselia,involucrata,0.849125,0.22175
Loeselia,mexicana,1.7676666666666667,0.31333333333333335
Loeselia,pumila,1.0546,0.18726666666666666
Loeselia,purpusii,1.5601666666666667,0.371
Loeselia,rzedowskii,2.741,0.3693333333333333
Loeselia,spectabilis,1.6244999999999998,0.2465
Loeselia,tancitaroensis,0.73675,0.20125
Loeseliastrum,depressum,0.5509999999999999,0.1315
Loeseliastrum,matthewsii,0.9489333333333334,0.164
Loeseliastrum,schottii,0.77,0.19187500000000002
Microgilia,minutiflora,0.5163333333333333,0.108
Microsteris,gracilis,0.5149285714285714,0.10328571428571429
Navarretia,atractyloides,0.4816666666666667,0.06
Navarretia,breweri,0.3792,0.0844
Navarretia,capillaris,0.7135,0.11716666666666667
Navarretia,divaricata,0.37133333333333335,0.0755
Navarretia,filicaulis,0.3933333333333333,0.06333333333333332
Navarretia,fossalis,0.32566666666666666,0.092
Navarretia,hamata,0.406,0.124
Navarretia,heterandra,0.311,0.04933333333333333
Navarretia,heterodoxa,0.41133333333333333,0.057666666666666665
Navarretia,intertexta,0.44325000000000003,0.136
Navarretia,jaredii,0.401,0.113
Navarretia,jepsonii,0.35733333333333334,0.07833333333333334
Navarretia,leptalea,1.1939333333333333,0.21793333333333334
Navarretia,leucocephala,0.4535882352941176,0.133
Navarretia,mitracarpa,0.49966666666666665,0.09633333333333334
Navarretia,peninsularis,0.5743333333333334,0.12533333333333332
Navarretia,prolifera,0.7551666666666667,0.232
Navarretia,pubescens,0.5563333333333333,0.14516666666666667
Navarretia,rosulata,0.48533333333333334,0.11566666666666667
Navarretia,saximontana,0.374,0.04
Navarretia,sinistra,0.45544444444444443,0.10766666666666666
Navarretia,squarrosa,0.7036363636363636,0.12509090909090909
Navarretia,subuligera,0.7064999999999999,0.14125
Navarretia,tagetina,0.68533333333333335,0.13733333333333334
Navarretia,viscidula,0.9173333333333333,0.20666666666666667
Phlox,aculeata,1.8094999999999999,0.21116666666666667
Phlox,adsurgens,2.5195,0.2195
Phlox,alyssifolia,2.46,0.23466666666666666
Phlox,amoena,1.947857142857143,0.18885714285714286
Phlox,amplifolia,1.5790000000000002,0.1485
Phlox,andicola,1.941111111111111,0.21888888888888888
Phlox,austromontana,1.4981111111111112,0.21255555555555555
Phlox,bifida,1.933904761904762,0.22180952380952382
Phlox,brandegei,2.0460000000000003,0.31066666666666665
Phlox,buckleyi,2.699,0.2815
Phlox,caespitosa,1.5166666666666666,0.16233333333333333
Phlox,carolina,3.293222222222222,0.2733333333333333
Phlox,cluteana,2.3636666666666666,0.281
Phlox,colubrina,2.068,0.2418
Phlox,condensata,0.9663333333333333,0.15766666666666668
Phlox,cuspidata,1.7035555555555555,0.18122222222222223
Phlox,diffusa,1.7912222222222223,0.24444444444444444
Phlox,dispersa,1.2116666666666667,0.16449999999999998
Phlox,divaricata,2.21472,0.20868
Phlox,dolichantha,4.307666666666667,0.2775
Phlox,douglasii,1.142,0.2025
Phlox,drummondii,2.097086956521739,0.19385714285714287
Phlox,floridana,2.3761176470588237,0.23541176470588235
Phlox,glaberrima,2.8768666666666665,0.2528666666666667
Phlox,griseola,1.5496666666666667,0.24933333333333332
Phlox,hoodii,1.319,0.17944444444444446
Phlox,kelseyi,2.012,0.29033333333333333
Phlox,longifolia,2.285833333333333,0.267
Phlox,maculata,2.6086666666666667,0.2703888888888889
Phlox,multiflora,1.8535555555555556,0.306
Phlox,muscoides,0.9692222222222222,0.14222222222222222
Phlox,nana,2.7825555555555557,0.23366666666666666
Phlox,nivalis,2.3504285714285715,0.23107142857142857
Phlox,oklahomensis,1.6504444444444444,0.2146875
Phlox,opalensis,1.71,0.197
Phlox,ovata,2.3227333333333333,0.24609090909090908
Phlox,paniculata,2.9122222222222223,0.29133333333333333
Phlox,pattersonii,2.158,NaN
Phlox,pilosa,2.0469444444444447,0.22294117647058823
Phlox,pulcherrima,2.31425,0.23875
Phlox,pulvinata,1.423888888888889,0.2288888888888889
Phlox,pungens,1.2851666666666666,0.19920000000000002
Phlox,richardsonnii,1.6493333333333333,0.2852222222222222
Phlox,roemeriana,2.2027777777777775,0.18988888888888888
Phlox,speciosa,2.2823333333333333,0.20777777777777778
Phlox,stansburyi,2.182166666666667,0.22616666666666665
Phlox,stolonifera,3.1535384615384614,0.25458333333333333
Phlox,subulata,1.722,0.19389473684210526
Phlox,tenuifolia,1.551,0.287
Phlox,viscida,2.1203333333333334,0.23933333333333334
Phlox,woodhousei,2.1650555555555555,0.22953333333333334
Polemonium,acutiflorum,2.216666666666667,0.8396666666666667
Polemonium,boreale,0.7946666666666666,0.35
Polemonium,brandegeei,2.495,0.35041666666666665
Polemonium,caeruleum,1.462,0.47950000000000004
Polemonium,californicum,0.9587777777777777,0.3298888888888889
Polemonium,carneum,1.7863333333333333,0.608
Polemonium,caucasicum,1.405375,0.5435714285714286
Polemonium,chartaceum,0.7486666666666667,0.22033333333333333
Polemonium,confertum,2.3204,0.7703076923076922
Polemonium,delicatum,0.9798749999999999,0.42144444444444445
Polemonium,elegans,0.9963333333333334,0.3323333333333333
Polemonium,eximium,1.1676666666666666,0.28833333333333333
Polemonium,foliosissimum,1.22075,0.40195
Polemonium,grandiflorum,2.639333333333333,0.9576
Polemonium,mexicanum,1.0944444444444443,0.4898888888888889
Polemonium,micranthum,0.6607142857142857,0.20914285714285716
Polemonium,occidentale,1.1995333333333333,0.39471428571428574
Polemonium,pauciflorum,2.815,0.3255
Polemonium,pectinatum,0.796,0.257
Polemonium,pulchellum,1.9948333333333332,0.7338333333333333
Polemonium,pulcherrimum,1.393,0.5096666666666667
Polemonium,reptans,1.2489,0.4618235294117647
Polemonium,viscosum,1.9804,0.5511818181818182
Saltugilia,australis,0.8276666666666667,0.2518666666666667
Saltugilia,caruifolia,0.9104444444444444,0.24733333333333332
Saltugilia,latimeri,0.81466666666666665,0.212
Saltugilia,splendens,1.5313333333333334,0.35605555555555557
